"SRR1554536"	"SRR1554538"	"SRR1554556"	"SRR1554561"	"SRR1554566"	"SRR1554568"
"X693160"	"0"	"1"	"1"	"0"	"0"	"0"
"X693161"	"0"	"9"	"1"	"0"	"8"	"3"
"X693162"	"0"	"0"	"0"	"0"	"0"	"0"
"X693163"	"0"	"1"	"3"	"0"	"1"	"0"
"X693164"	"0"	"8"	"4"	"0"	"6"	"7"
"X693165"	"0"	"6"	"0"	"0"	"3"	"6"
"X693166"	"0"	"4"	"0"	"0"	"0"	"0"
"X693167"	"0"	"0"	"0"	"0"	"1"	"0"
"X693168"	"0"	"0"	"0"	"0"	"0"	"0"
"X693169"	"0"	"0"	"0"	"0"	"0"	"0"
"X693170"	"0"	"0"	"0"	"0"	"0"	"0"
"X693171"	"0"	"0"	"0"	"0"	"0"	"0"
"X693172"	"0"	"0"	"0"	"0"	"0"	"0"
"X693173"	"0"	"2"	"0"	"0"	"1"	"0"
"X693174"	"0"	"6"	"0"	"0"	"1"	"0"
"X693175"	"1"	"28"	"6"	"1"	"12"	"20"
"X693176"	"0"	"0"	"0"	"0"	"0"	"0"
"X693177"	"0"	"0"	"0"	"0"	"0"	"0"
"X693178"	"0"	"0"	"2"	"2"	"4"	"0"
"X693180"	"0"	"1"	"0"	"0"	"0"	"0"
"X693181"	"0"	"0"	"0"	"0"	"0"	"0"
"X693182"	"0"	"3"	"0"	"0"	"2"	"2"
"X693183"	"0"	"0"	"0"	"0"	"0"	"0"
"X693184"	"0"	"0"	"0"	"0"	"0"	"0"
"X693185"	"0"	"0"	"0"	"0"	"0"	"0"
"X693186"	"0"	"3"	"0"	"3"	"4"	"2"
"X693187"	"0"	"4"	"0"	"0"	"7"	"1"
"X693188"	"0"	"0"	"0"	"0"	"0"	"0"
"X693189"	"0"	"1"	"3"	"0"	"3"	"0"
"X693190"	"0"	"0"	"0"	"0"	"2"	"2"
"X693191"	"0"	"0"	"0"	"0"	"0"	"0"
"X693192"	"0"	"0"	"0"	"0"	"0"	"0"
"X693193"	"0"	"11"	"0"	"1"	"1"	"0"
"X693194"	"0"	"0"	"0"	"0"	"0"	"0"
"X693195"	"0"	"0"	"0"	"0"	"0"	"0"
"X693196"	"0"	"9"	"8"	"5"	"9"	"4"
"X693197"	"1"	"6"	"5"	"6"	"1"	"0"
"X693198"	"0"	"3"	"0"	"0"	"2"	"2"
"X693199"	"2"	"1"	"0"	"0"	"1"	"0"
"X6932"	"68"	"316"	"214"	"43"	"488"	"347"
"X693200"	"0"	"0"	"0"	"0"	"0"	"0"
"X693201"	"1"	"17"	"8"	"19"	"6"	"10"
"X693202"	"0"	"0"	"0"	"0"	"2"	"0"
"X693203"	"0"	"0"	"0"	"0"	"2"	"0"
"X693205"	"0"	"2"	"0"	"0"	"1"	"1"
"X693206"	"0"	"0"	"0"	"0"	"0"	"0"
"X693207"	"0"	"0"	"0"	"0"	"0"	"0"
"X693208"	"0"	"0"	"0"	"0"	"1"	"2"
"X693209"	"0"	"1"	"0"	"0"	"0"	"1"
"X693210"	"0"	"0"	"0"	"0"	"0"	"0"
"X693211"	"0"	"0"	"0"	"4"	"0"	"0"
"X693212"	"0"	"0"	"0"	"0"	"0"	"0"
"X693213"	"0"	"50"	"86"	"53"	"17"	"20"
"X693214"	"0"	"0"	"0"	"0"	"0"	"0"
"X693215"	"4"	"70"	"21"	"2"	"28"	"43"
"X693216"	"3"	"154"	"83"	"102"	"109"	"80"
"X693217"	"0"	"0"	"0"	"0"	"0"	"0"
"X693218"	"0"	"0"	"0"	"0"	"1"	"0"
"X693219"	"0"	"2"	"0"	"0"	"3"	"0"
"X693220"	"9"	"28"	"31"	"43"	"32"	"18"
"X693221"	"0"	"5"	"1"	"2"	"5"	"1"
"X693222"	"7"	"99"	"47"	"42"	"57"	"73"
"X693223"	"0"	"0"	"0"	"0"	"0"	"0"
"X693224"	"0"	"1"	"0"	"0"	"0"	"0"
"X693225"	"0"	"0"	"0"	"0"	"0"	"0"
"X693226"	"4"	"75"	"24"	"16"	"45"	"41"
"X693227"	"0"	"1"	"3"	"0"	"0"	"0"
"X693228"	"0"	"5"	"1"	"1"	"9"	"6"
"X693229"	"0"	"7"	"3"	"0"	"0"	"4"
"X693230"	"0"	"4"	"0"	"0"	"0"	"0"
"X693231"	"0"	"1"	"0"	"0"	"0"	"0"
"X693232"	"6"	"123"	"70"	"29"	"149"	"118"
"X693233"	"4"	"3"	"1"	"4"	"0"	"1"
"X693234"	"0"	"1"	"0"	"1"	"2"	"0"
"X693235"	"3"	"1"	"2"	"7"	"4"	"5"
"X6934"	"641"	"1375"	"1702"	"1630"	"1058"	"1431"
"X6935"	"3206"	"15406"	"5279"	"3683"	"13401"	"13066"
"X6936"	"356"	"2016"	"1316"	"483"	"2860"	"2370"
"X6938"	"1152"	"15963"	"7031"	"1687"	"14390"	"13457"
"X6939"	"32"	"44"	"34"	"12"	"93"	"26"
"X694"	"937"	"7771"	"1653"	"719"	"4347"	"3123"
"X6940"	"168"	"2895"	"1006"	"492"	"2869"	"2701"
"X6941"	"0"	"82"	"10"	"0"	"6"	"67"
"X6942"	"524"	"15671"	"4455"	"5478"	"13298"	"14060"
"X6943"	"0"	"0"	"0"	"0"	"24"	"0"
"X6944"	"644"	"7532"	"2944"	"2603"	"5255"	"4260"
"X6945"	"278"	"3051"	"1488"	"1504"	"2442"	"2218"
"X6947"	"0"	"2"	"4"	"1"	"0"	"2"
"X6948"	"551"	"1077"	"859"	"648"	"772"	"492"
"X6949"	"510"	"6020"	"3749"	"4260"	"8431"	"6263"
"X695"	"8"	"67"	"93"	"15"	"73"	"52"
"X6950"	"1484"	"26816"	"11098"	"7568"	"25819"	"16884"
"X6953"	"0"	"2"	"4"	"0"	"2"	"1"
"X6954"	"2"	"20"	"22"	"16"	"30"	"8"
"X6956"	"0"	"0"	"0"	"0"	"0"	"0"
"X696"	"0"	"7"	"6"	"2"	"14"	"7"
"X6966"	"0"	"0"	"0"	"0"	"0"	"0"
"X6967"	"18"	"0"	"24"	"5"	"0"	"0"
"X6968"	"1"	"0"	"0"	"0"	"0"	"0"
"X6969"	"1"	"0"	"0"	"0"	"0"	"0"
"X6970"	"0"	"0"	"0"	"0"	"0"	"0"
"X6971"	"0"	"0"	"9"	"0"	"0"	"0"
"X6972"	"0"	"0"	"8"	"0"	"0"	"0"
"X6974"	"3"	"0"	"2"	"0"	"0"	"0"
"X6975"	"0"	"4"	"0"	"0"	"0"	"0"
"X6976"	"2"	"0"	"0"	"2"	"0"	"0"
"X6977"	"0"	"0"	"0"	"0"	"2"	"0"
"X6978"	"2"	"0"	"0"	"0"	"2"	"0"
"X6982"	"1"	"0"	"0"	"0"	"0"	"0"
"X6983"	"0"	"0"	"2"	"2"	"5"	"0"
"X6988"	"1022"	"1471"	"3631"	"2945"	"1229"	"1065"
"X699"	"2"	"2325"	"34"	"0"	"4869"	"3108"
"X6990"	"818"	"1159"	"5165"	"2922"	"768"	"733"
"X6991"	"13"	"102"	"44"	"51"	"93"	"97"
"X6992"	"56"	"26"	"16"	"23"	"32"	"24"
"X6993"	"631"	"6404"	"1198"	"388"	"4670"	"4972"
"X6996"	"182"	"5616"	"1243"	"543"	"5849"	"4366"
"X6997"	"8"	"20"	"240"	"20"	"32"	"10"
"X6998"	"0"	"0"	"28"	"0"	"0"	"0"
"X6999"	"4"	"6"	"89"	"29"	"2"	"0"
"X70"	"71"	"50"	"168"	"181"	"136"	"118"
"X7001"	"4608"	"17501"	"14167"	"15991"	"15679"	"10591"
"X7003"	"1265"	"8630"	"3921"	"1410"	"5838"	"5643"
"X7004"	"41"	"140"	"49"	"83"	"127"	"109"
"X7005"	"265"	"377"	"147"	"144"	"609"	"380"
"X7006"	"14"	"129"	"55"	"34"	"69"	"61"
"X7007"	"53"	"926"	"477"	"433"	"856"	"865"
"X7008"	"1853"	"2025"	"8518"	"13830"	"2146"	"1394"
"X7009"	"12535"	"28791"	"38099"	"20320"	"28726"	"20721"
"X701"	"3"	"2237"	"34"	"17"	"5648"	"3316"
"X7010"	"494"	"1152"	"1384"	"1284"	"885"	"657"
"X7011"	"347"	"1677"	"1271"	"520"	"1287"	"1058"
"X7012"	"8"	"7"	"4"	"10"	"0"	"4"
"X7013"	"488"	"4325"	"2853"	"1476"	"4648"	"3609"
"X7014"	"691"	"6233"	"4076"	"4209"	"6462"	"4692"
"X7015"	"0"	"0"	"6"	"36"	"40"	"8"
"X7016"	"871"	"4576"	"3335"	"5406"	"4084"	"3749"
"X7018"	"1557"	"613"	"125414"	"9963"	"302"	"453"
"X7019"	"271"	"4124"	"1084"	"753"	"3171"	"2679"
"X7020"	"28"	"17"	"24"	"12"	"60"	"39"
"X7021"	"6"	"7"	"2"	"0"	"36"	"34"
"X7022"	"36"	"3238"	"48"	"33"	"4536"	"3599"
"X7023"	"69"	"1220"	"454"	"541"	"1317"	"1223"
"X7024"	"670"	"5590"	"3582"	"2334"	"5305"	"4209"
"X7025"	"1354"	"6295"	"4084"	"6322"	"2429"	"1673"
"X7026"	"924"	"3180"	"1054"	"1188"	"2254"	"1797"
"X7027"	"1276"	"6828"	"3292"	"2285"	"9110"	"5862"
"X7029"	"690"	"11735"	"2780"	"2124"	"11195"	"11110"
"X7030"	"1637"	"3814"	"6291"	"10390"	"3538"	"2901"
"X7031"	"4"	"0"	"0"	"0"	"0"	"0"
"X7032"	"0"	"0"	"0"	"0"	"0"	"0"
"X7033"	"4"	"8"	"0"	"0"	"10"	"2"
"X7035"	"263"	"1925"	"125"	"107"	"828"	"534"
"X7036"	"102"	"627"	"414"	"1003"	"405"	"377"
"X7037"	"2773"	"7249"	"6490"	"3815"	"6712"	"6235"
"X7038"	"4"	"284"	"51"	"30"	"215"	"206"
"X7039"	"275"	"292"	"3552"	"476"	"210"	"170"
"X7040"	"387"	"675"	"587"	"466"	"609"	"493"
"X7041"	"312"	"570"	"178"	"196"	"647"	"495"
"X7042"	"1043"	"2210"	"1728"	"969"	"898"	"2362"
"X7043"	"504"	"2460"	"1520"	"613"	"598"	"430"
"X7044"	"16"	"4"	"10"	"11"	"4"	"8"
"X7045"	"177"	"209"	"269"	"170"	"680"	"197"
"X7046"	"416"	"12570"	"1186"	"369"	"11580"	"12453"
"X7047"	"0"	"0"	"0"	"2"	"5"	"0"
"X7048"	"979"	"1501"	"1886"	"631"	"1711"	"878"
"X7049"	"682"	"358"	"1044"	"416"	"399"	"261"
"X705"	"119"	"1712"	"752"	"594"	"2406"	"1369"
"X7050"	"158"	"1188"	"291"	"97"	"1532"	"1035"
"X7051"	"16"	"210"	"222"	"192"	"333"	"162"
"X7052"	"842"	"826"	"1304"	"1808"	"905"	"635"
"X7053"	"0"	"8"	"26"	"26"	"12"	"5"
"X7054"	"12"	"0"	"38"	"57"	"36"	"7"
"X7056"	"160"	"222"	"189"	"350"	"278"	"183"
"X7057"	"268"	"16341"	"346"	"392"	"8635"	"8453"
"X7058"	"475"	"1961"	"3575"	"1968"	"1150"	"1113"
"X7059"	"400"	"2415"	"1297"	"1083"	"2803"	"2346"
"X706"	"427"	"1272"	"586"	"170"	"723"	"388"
"X7060"	"691"	"272"	"1491"	"1958"	"433"	"322"
"X7062"	"14"	"135"	"103"	"214"	"317"	"126"
"X7064"	"442"	"3963"	"4119"	"5452"	"5434"	"3333"
"X7066"	"98"	"26"	"188"	"246"	"12"	"21"
"X7067"	"5572"	"24457"	"16176"	"20998"	"20608"	"18173"
"X7068"	"836"	"9162"	"8853"	"13039"	"745"	"647"
"X7069"	"0"	"28"	"5"	"6"	"10"	"10"
"X7070"	"5618"	"6914"	"55239"	"76105"	"6573"	"4131"
"X7071"	"397"	"3792"	"1405"	"1408"	"1995"	"1622"
"X7072"	"1327"	"33347"	"7142"	"2107"	"29696"	"29675"
"X7073"	"854"	"13666"	"6323"	"2812"	"13157"	"11506"
"X7074"	"735"	"3405"	"5893"	"5566"	"2244"	"2380"
"X7075"	"409"	"1357"	"1564"	"1366"	"1798"	"830"
"X7076"	"446"	"540"	"487"	"338"	"658"	"324"
"X7077"	"4214"	"34136"	"20089"	"15979"	"26296"	"19220"
"X7078"	"5576"	"5242"	"7760"	"5463"	"4931"	"3456"
"X7079"	"184"	"68"	"195"	"158"	"30"	"36"
"X708"	"458"	"3158"	"2430"	"2296"	"3119"	"1848"
"X7080"	"0"	"27"	"11"	"19"	"42"	"22"
"X7082"	"4367"	"8132"	"19631"	"6251"	"5903"	"5061"
"X7083"	"29"	"490"	"172"	"76"	"1238"	"583"
"X7084"	"957"	"2789"	"3499"	"2516"	"2839"	"2174"
"X7086"	"2107"	"12544"	"10029"	"9216"	"14901"	"11436"
"X7087"	"316"	"187"	"4273"	"10762"	"17"	"2"
"X7088"	"1088"	"4454"	"2337"	"3327"	"10313"	"6611"
"X7089"	"458"	"1984"	"1575"	"3273"	"1958"	"1180"
"X7090"	"745"	"18401"	"1865"	"3064"	"11842"	"11573"
"X7091"	"584"	"14896"	"7018"	"3074"	"6090"	"12881"
"X7092"	"6"	"75"	"212"	"156"	"58"	"61"
"X7093"	"18"	"39"	"648"	"422"	"30"	"10"
"X7094"	"3881"	"9190"	"10478"	"5911"	"9671"	"6288"
"X7095"	"3443"	"10958"	"14872"	"4665"	"8630"	"7766"
"X7096"	"10"	"85"	"119"	"15"	"42"	"56"
"X7097"	"6"	"61"	"120"	"62"	"64"	"39"
"X7098"	"40"	"57"	"52"	"20"	"48"	"37"
"X7099"	"797"	"468"	"1500"	"449"	"441"	"360"
"X71"	"6680"	"151108"	"39469"	"46995"	"152648"	"125178"
"X710"	"1202"	"2040"	"1492"	"1200"	"2041"	"1517"
"X7100"	"20"	"94"	"76"	"32"	"87"	"96"
"X7101"	"1317"	"4149"	"1573"	"935"	"6225"	"4881"
"X7102"	"17055"	"14670"	"54140"	"44108"	"6658"	"5993"
"X7103"	"20"	"0"	"164"	"18"	"0"	"0"
"X7104"	"0"	"0"	"0"	"0"	"2"	"0"
"X7105"	"400"	"3459"	"606"	"166"	"2650"	"2169"
"X7106"	"379"	"1131"	"482"	"389"	"1720"	"1043"
"X7107"	"1789"	"2534"	"2279"	"1126"	"1571"	"1332"
"X7108"	"794"	"1940"	"3171"	"2792"	"1796"	"1379"
"X7109"	"664"	"5997"	"9365"	"5733"	"5917"	"5163"
"X711"	"0"	"23"	"4"	"2"	"2"	"2"
"X7110"	"490"	"6684"	"3236"	"1715"	"4639"	"4744"
"X7111"	"272"	"5097"	"1724"	"2731"	"1158"	"1006"
"X7112"	"573"	"18692"	"2809"	"1322"	"31676"	"19567"
"X7113"	"4"	"0"	"4"	"0"	"0"	"0"
"X7114"	"9"	"156"	"74"	"64"	"94"	"138"
"X7117"	"265"	"1303"	"800"	"146"	"1674"	"768"
"X712"	"28"	"210"	"512"	"127"	"126"	"50"
"X7122"	"3201"	"3229"	"3408"	"3054"	"2585"	"1391"
"X7123"	"1522"	"1705"	"1106"	"290"	"910"	"520"
"X7124"	"0"	"0"	"0"	"0"	"0"	"0"
"X7125"	"30"	"17"	"59"	"82"	"13"	"22"
"X7126"	"1013"	"6357"	"4765"	"6130"	"5096"	"4845"
"X7127"	"259"	"780"	"770"	"1298"	"375"	"336"
"X7128"	"162"	"809"	"187"	"119"	"277"	"219"
"X713"	"22"	"186"	"593"	"135"	"108"	"38"
"X7130"	"6"	"0"	"143"	"38"	"2"	"2"
"X7132"	"587"	"1084"	"934"	"719"	"1052"	"596"
"X7133"	"267"	"392"	"629"	"419"	"533"	"232"
"X7134"	"5"	"13"	"15"	"5"	"22"	"6"
"X7135"	"0"	"24"	"2"	"0"	"12"	"0"
"X7136"	"0"	"0"	"2"	"2"	"4"	"2"
"X7137"	"18"	"19"	"15"	"22"	"37"	"25"
"X7138"	"474"	"49"	"503"	"454"	"164"	"36"
"X7139"	"351"	"35"	"846"	"1564"	"14"	"16"
"X714"	"24"	"374"	"633"	"304"	"315"	"136"
"X7140"	"2"	"14"	"28"	"39"	"49"	"22"
"X7141"	"0"	"2"	"2"	"0"	"0"	"0"
"X7142"	"0"	"0"	"0"	"0"	"0"	"0"
"X7143"	"615"	"7515"	"2256"	"5874"	"1543"	"1864"
"X7145"	"3352"	"2758"	"9164"	"5026"	"3037"	"1823"
"X7146"	"0"	"1"	"2"	"3"	"2"	"0"
"X7148"	"0"	"3"	"1"	"4"	"2"	"0"
"X715"	"357"	"283"	"883"	"575"	"550"	"268"
"X7150"	"1040"	"17873"	"4945"	"4259"	"18034"	"16089"
"X7151"	"0"	"100"	"35"	"37"	"239"	"84"
"X7152"	"0"	"0"	"0"	"1"	"0"	"0"
"X7153"	"8"	"20782"	"38"	"12"	"37699"	"24201"
"X7155"	"3148"	"74919"	"16149"	"8625"	"105078"	"68799"
"X7156"	"303"	"5148"	"1487"	"1505"	"6862"	"4588"
"X7157"	"302"	"2891"	"561"	"319"	"3646"	"2699"
"X7158"	"691"	"22377"	"5776"	"7371"	"17873"	"16884"
"X7159"	"3996"	"7928"	"6293"	"2934"	"10133"	"9024"
"X716"	"519"	"722"	"1059"	"992"	"775"	"446"
"X7161"	"9"	"79"	"14"	"20"	"216"	"124"
"X7162"	"66"	"261"	"1256"	"2076"	"517"	"252"
"X7163"	"1362"	"1272"	"12435"	"7972"	"1004"	"1128"
"X7164"	"1680"	"51"	"1543"	"1948"	"282"	"25"
"X7165"	"1715"	"7059"	"6931"	"6113"	"6879"	"4964"
"X7166"	"2"	"47"	"25"	"6"	"59"	"36"
"X7167"	"5988"	"14941"	"29632"	"26337"	"12888"	"7778"
"X7168"	"1956"	"8781"	"5413"	"4820"	"7356"	"6769"
"X7169"	"3233"	"2395"	"1281"	"2108"	"3445"	"1775"
"X717"	"0"	"0"	"0"	"0"	"0"	"0"
"X7170"	"2845"	"21929"	"15902"	"16141"	"18211"	"12052"
"X7171"	"3394"	"21584"	"10104"	"7111"	"19172"	"17012"
"X7172"	"668"	"881"	"2961"	"2129"	"889"	"600"
"X7173"	"0"	"4"	"17"	"19"	"4"	"0"
"X7174"	"480"	"7201"	"3610"	"1624"	"6653"	"6696"
"X7175"	"1253"	"19550"	"6254"	"3660"	"19461"	"16861"
"X7177"	"2"	"2"	"4"	"6"	"4"	"6"
"X7178"	"12065"	"77726"	"29823"	"24345"	"45756"	"36150"
"X7179"	"4"	"0"	"0"	"0"	"0"	"0"
"X718"	"68"	"1836"	"3823"	"415"	"1574"	"1177"
"X7180"	"0"	"5"	"2"	"0"	"8"	"4"
"X7181"	"428"	"4197"	"2244"	"919"	"3159"	"3609"
"X7182"	"1027"	"24410"	"7468"	"6359"	"15489"	"17496"
"X7184"	"4996"	"30550"	"21829"	"12720"	"37592"	"20619"
"X7185"	"276"	"1450"	"956"	"538"	"1136"	"768"
"X7186"	"225"	"1529"	"1006"	"1298"	"2330"	"1481"
"X7187"	"235"	"1615"	"1307"	"1891"	"1341"	"1239"
"X7188"	"285"	"2296"	"795"	"605"	"1077"	"749"
"X7189"	"59"	"2087"	"850"	"537"	"1339"	"1319"
"X719"	"10"	"89"	"176"	"34"	"71"	"37"
"X72"	"272"	"54"	"80"	"70"	"61"	"28"
"X720"	"2"	"2"	"8"	"0"	"2"	"0"
"X7200"	"38"	"590"	"48"	"100"	"746"	"573"
"X7201"	"0"	"33"	"0"	"2"	"6"	"4"
"X7203"	"1905"	"18964"	"10965"	"7719"	"24748"	"15085"
"X7204"	"1069"	"55097"	"9836"	"15889"	"26702"	"33079"
"X7205"	"838"	"769"	"1145"	"718"	"1659"	"863"
"X721"	"1"	"2"	"7"	"1"	"0"	"2"
"X7216"	"721"	"17320"	"5645"	"4428"	"18052"	"14486"
"X722"	"0"	"3"	"19"	"15"	"5"	"10"
"X7220"	"414"	"3368"	"2895"	"1179"	"3246"	"2849"
"X7221"	"0"	"1"	"2"	"4"	"0"	"3"
"X7222"	"249"	"534"	"318"	"251"	"594"	"413"
"X7223"	"31"	"484"	"130"	"123"	"203"	"219"
"X7224"	"4"	"1969"	"236"	"402"	"142"	"520"
"X7225"	"58"	"343"	"160"	"73"	"392"	"173"
"X7226"	"288"	"256"	"4221"	"6237"	"432"	"201"
"X7227"	"535"	"1851"	"1718"	"797"	"2232"	"1608"
"X723779"	"0"	"0"	"0"	"0"	"0"	"0"
"X723790"	"2"	"5"	"4"	"0"	"6"	"7"
"X723809"	"0"	"6"	"0"	"4"	"0"	"3"
"X723961"	"0"	"0"	"0"	"0"	"0"	"0"
"X723972"	"36"	"721"	"223"	"65"	"292"	"686"
"X724022"	"0"	"0"	"0"	"0"	"0"	"0"
"X724023"	"0"	"0"	"0"	"0"	"0"	"0"
"X724024"	"0"	"0"	"0"	"0"	"0"	"0"
"X724025"	"0"	"0"	"0"	"0"	"0"	"0"
"X724026"	"0"	"10"	"6"	"2"	"0"	"0"
"X724027"	"5"	"0"	"81"	"19"	"0"	"1"
"X724028"	"0"	"0"	"0"	"0"	"1"	"0"
"X724029"	"0"	"1"	"0"	"2"	"2"	"4"
"X724030"	"0"	"0"	"0"	"0"	"0"	"0"
"X724031"	"0"	"1"	"0"	"1"	"0"	"0"
"X724032"	"0"	"0"	"0"	"0"	"0"	"0"
"X724033"	"0"	"0"	"0"	"0"	"0"	"0"
"X724102"	"8"	"39"	"80"	"29"	"29"	"36"
"X7247"	"1328"	"9485"	"6532"	"4103"	"8431"	"6108"
"X7248"	"1087"	"17167"	"7943"	"8998"	"11805"	"11284"
"X7249"	"1235"	"18126"	"7223"	"11367"	"20221"	"14067"
"X725"	"0"	"2"	"2"	"1"	"4"	"1"
"X7251"	"761"	"6549"	"3034"	"1719"	"5481"	"4409"
"X7252"	"0"	"2"	"2"	"0"	"5"	"9"
"X7253"	"12"	"51"	"26"	"11"	"52"	"23"
"X7257"	"551"	"2407"	"3104"	"1412"	"2330"	"1843"
"X7258"	"0"	"0"	"0"	"0"	"0"	"0"
"X7259"	"2898"	"15782"	"30530"	"38072"	"11082"	"10201"
"X726"	"552"	"4434"	"2502"	"3345"	"4009"	"4066"
"X7260"	"598"	"2078"	"2448"	"2398"	"2076"	"1410"
"X7262"	"54"	"6"	"84"	"109"	"2"	"0"
"X7263"	"671"	"210"	"678"	"416"	"469"	"170"
"X7264"	"362"	"1937"	"1426"	"2011"	"2533"	"1580"
"X7265"	"1052"	"3690"	"5462"	"4057"	"2974"	"2271"
"X7266"	"917"	"6818"	"5969"	"5118"	"8659"	"5769"
"X7267"	"5114"	"115130"	"28579"	"23697"	"98861"	"92692"
"X7268"	"480"	"2404"	"2001"	"1496"	"2231"	"1476"
"X727"	"199"	"970"	"641"	"200"	"1394"	"1187"
"X7270"	"251"	"2535"	"1222"	"725"	"3655"	"2437"
"X7272"	"10"	"1353"	"22"	"6"	"2347"	"1737"
"X7273"	"298"	"1713"	"1035"	"714"	"1593"	"1883"
"X7274"	"165"	"85"	"220"	"76"	"156"	"88"
"X7275"	"1998"	"16666"	"7600"	"12703"	"11739"	"12539"
"X7276"	"4"	"33"	"30"	"17"	"25512"	"30"
"X727676"	"0"	"0"	"0"	"0"	"0"	"0"
"X727677"	"0"	"1"	"0"	"0"	"0"	"0"
"X727699"	"0"	"0"	"0"	"6"	"7"	"1"
"X7277"	"830"	"163"	"16102"	"22109"	"63"	"68"
"X727708"	"0"	"6"	"6"	"5"	"9"	"4"
"X727721"	"1"	"2"	"3"	"7"	"2"	"0"
"X727738"	"2"	"0"	"0"	"0"	"0"	"0"
"X727751"	"7"	"160"	"4"	"19"	"130"	"172"
"X727758"	"55"	"338"	"396"	"84"	"337"	"341"
"X727764"	"0"	"0"	"0"	"0"	"0"	"0"
"X727787"	"0"	"0"	"0"	"0"	"0"	"0"
"X7278"	"0"	"0"	"2"	"6"	"0"	"0"
"X727800"	"836"	"938"	"2192"	"4321"	"859"	"664"
"X727830"	"0"	"0"	"0"	"0"	"0"	"0"
"X727832"	"0"	"0"	"0"	"0"	"0"	"0"
"X727837"	"0"	"0"	"0"	"0"	"0"	"0"
"X727849"	"1"	"75"	"5"	"10"	"119"	"85"
"X727851"	"7"	"286"	"497"	"354"	"525"	"395"
"X727857"	"2"	"7"	"13"	"58"	"0"	"1"
"X727866"	"5"	"25"	"25"	"23"	"27"	"26"
"X727869"	"48"	"13"	"65"	"6"	"40"	"17"
"X727896"	"11"	"115"	"84"	"58"	"84"	"78"
"X727897"	"12"	"6"	"40"	"25"	"3"	"2"
"X727905"	"0"	"0"	"0"	"0"	"0"	"0"
"X727909"	"7"	"35"	"42"	"24"	"9"	"21"
"X727910"	"30"	"76"	"164"	"113"	"121"	"68"
"X727924"	"0"	"0"	"0"	"0"	"0"	"0"
"X727936"	"43"	"43"	"253"	"88"	"61"	"32"
"X727940"	"0"	"0"	"0"	"0"	"0"	"0"
"X727944"	"0"	"0"	"0"	"0"	"0"	"0"
"X727956"	"66"	"1813"	"520"	"448"	"1472"	"1462"
"X727957"	"122"	"1265"	"891"	"1834"	"832"	"693"
"X727962"	"0"	"0"	"0"	"0"	"0"	"0"
"X727982"	"0"	"7"	"0"	"0"	"5"	"3"
"X728"	"19"	"79"	"80"	"117"	"43"	"40"
"X7280"	"2381"	"84516"	"23935"	"24935"	"53099"	"45323"
"X728012"	"0"	"0"	"0"	"0"	"0"	"0"
"X728013"	"0"	"0"	"0"	"1"	"0"	"0"
"X728024"	"64"	"167"	"190"	"121"	"182"	"135"
"X728026"	"1"	"49"	"12"	"8"	"33"	"7"
"X728034"	"0"	"30"	"2"	"0"	"4"	"0"
"X728036"	"0"	"0"	"0"	"0"	"0"	"0"
"X728039"	"22"	"43"	"84"	"71"	"180"	"32"
"X728042"	"0"	"0"	"0"	"0"	"0"	"0"
"X728047"	"8"	"14"	"68"	"142"	"34"	"13"
"X728049"	"0"	"0"	"0"	"0"	"0"	"0"
"X728052"	"430"	"1383"	"1222"	"362"	"1581"	"1476"
"X728053"	"9"	"274"	"51"	"20"	"7"	"66"
"X728062"	"0"	"0"	"0"	"0"	"0"	"0"
"X728065"	"0"	"0"	"1"	"4"	"1"	"3"
"X728066"	"18"	"335"	"191"	"193"	"384"	"253"
"X728071"	"1"	"5"	"2"	"3"	"6"	"4"
"X728072"	"0"	"0"	"0"	"0"	"0"	"0"
"X728075"	"0"	"0"	"0"	"0"	"0"	"0"
"X728081"	"4"	"2"	"14"	"8"	"4"	"0"
"X728082"	"0"	"0"	"0"	"0"	"0"	"0"
"X728084"	"6"	"4"	"147"	"134"	"10"	"6"
"X728090"	"0"	"0"	"0"	"0"	"0"	"0"
"X728093"	"0"	"0"	"0"	"0"	"0"	"0"
"X728095"	"0"	"8"	"1"	"0"	"3"	"5"
"X728096"	"0"	"0"	"0"	"0"	"0"	"0"
"X728113"	"0"	"0"	"6"	"6"	"0"	"0"
"X728116"	"28"	"3157"	"94"	"130"	"558"	"618"
"X728118"	"8"	"174"	"108"	"80"	"129"	"143"
"X728127"	"15"	"29"	"20"	"14"	"29"	"8"
"X728130"	"29"	"548"	"202"	"93"	"377"	"495"
"X728137"	"0"	"0"	"0"	"0"	"0"	"0"
"X728145"	"0"	"2"	"0"	"0"	"0"	"0"
"X728190"	"74"	"697"	"463"	"287"	"580"	"528"
"X728192"	"2"	"0"	"160"	"191"	"0"	"0"
"X728194"	"0"	"12"	"17"	"32"	"13"	"9"
"X728199"	"0"	"0"	"1"	"6"	"6"	"6"
"X728208"	"0"	"0"	"1"	"0"	"3"	"0"
"X728215"	"441"	"5547"	"3476"	"4529"	"3642"	"3839"
"X728224"	"0"	"0"	"0"	"0"	"0"	"0"
"X728228"	"0"	"8"	"3"	"0"	"4"	"2"
"X728229"	"133"	"189"	"141"	"136"	"82"	"104"
"X728233"	"363"	"2152"	"706"	"757"	"2093"	"2284"
"X728239"	"14"	"482"	"93"	"105"	"605"	"442"
"X728242"	"0"	"0"	"0"	"0"	"0"	"0"
